ID;Название трека;ID альбома;ID жанра;Длительность;Размер;Стоимость;исполнитель
898;Bell Bottom Blues;72;6;304744;9946681;136,00;81
899;Cocaine;72;6;215928;7138399;156,00;81
900;I Shot The Sheriff;72;6;263862;8738973;84,00;81
901;After Midnight;72;6;191320;6460941;167,00;81
902;Swing Low Sweet Chariot;72;6;208143;6896288;80,00;81
903;Lay Down Sally;72;6;231732;7774207;197,00;81
904;Knockin On Heavens Door;72;6;264411;8758819;128,00;81
905;Wonderful Tonight;72;6;221387;7326923;60,00;81
906;Let It Grow;72;6;297064;9742568;104,00;81
907;Promises;72;6;180401;6006154;107,00;81
908;I Can't Stand It;72;6;249730;8271980;138,00;81
909;Signe;73;6;193515;6475042;149,00;81
910;Before You Accuse Me;73;6;224339;7456807;150,00;81
911;Hey Hey;73;6;196466;6543487;125,00;81
912;Tears In Heaven;73;6;274729;9032835;65,00;81
913;Lonely Stranger;73;6;328724;10894406;198,00;81
914;Nobody Knows You When You're Down & Out;73;6;231836;7669922;169,00;81
915;Layla;73;6;285387;9490542;145,00;81
916;Running On Faith;73;6;378984;12536275;97,00;81
917;Walkin' Blues;73;6;226429;7435192;84,00;81
918;Alberta;73;6;222406;7412975;51,00;81
919;San Francisco Bay Blues;73;6;203363;6724021;121,00;81
920;Malted Milk;73;6;216528;7096781;179,00;81
921;Old Love;73;6;472920;15780747;58,00;81
922;Rollin' And Tumblin';73;6;251768;8407355;186,00;81
923;Collision;74;4;204303;6656596;112,00;82
924;Stripsearch;74;4;270106;8861119;187,00;82
925;Last Cup Of Sorrow;74;4;251663;8221247;78,00;82
926;Naked In Front Of The Computer;74;4;128757;4225077;185,00;82
927;Helpless;74;4;326217;10753135;187,00;82
928;Mouth To Mouth;74;4;228493;7505887;129,00;82
929;Ashes To Ashes;74;4;217391;7093746;144,00;82
930;She Loves Me Not;74;4;209867;6887544;183,00;82
931;Got That Feeling;74;4;140852;4643227;72,00;82
932;Paths Of Glory;74;4;257253;8436300;164,00;82
933;Home Sick Home;74;4;119040;3898976;126,00;82
934;Pristina;74;4;232698;7497361;94,00;82
935;Land Of Sunshine;75;4;223921;7353567;62,00;82
936;Caffeine;75;4;267937;8747367;115,00;82
937;Midlife Crisis;75;4;263235;8628841;102,00;82
938;RV;75;4;223242;7288162;132,00;82
939;Smaller And Smaller;75;4;310831;10180103;162,00;82
940;Everything's Ruined;75;4;273658;9010917;188,00;82
941;Malpractice;75;4;241371;7900683;190,00;82
942;Kindergarten;75;4;270680;8853647;54,00;82
943;Be Aggressive;75;4;222432;7298027;141,00;82
944;A Small Victory;75;4;297168;9733572;133,00;82
945;Crack Hitler;75;4;279144;9162435;72,00;82
946;Jizzlobber;75;4;398341;12926140;112,00;82
947;Midnight Cowboy;75;4;251924;8242626;98,00;82
948;Easy;75;4;185835;6073008;173,00;82
949;Get Out;76;1;137482;4524972;159,00;82
950;Ricochet;76;1;269400;8808812;176,00;82
951;Evidence;76;1;293590;9626136;114,00;82
952;The Gentle Art Of Making Enemies;76;1;209319;6908609;159,00;82
953;Star A.D.;76;1;203807;6747658;154,00;82
954;Cuckoo For Caca;76;1;222902;7388369;147,00;82
955;Caralho Voador;76;1;242102;8029054;63,00;82
956;Ugly In The Morning;76;1;186435;6224997;99,00;82
957;Digging The Grave;76;1;185129;6109259;87,00;82
958;Take This Bottle;76;1;298997;9779971;147,00;82
959;King For A Day;76;1;395859;13163733;99,00;82
960;What A Day;76;1;158275;5203430;87,00;82
961;The Last To Know;76;1;267833;8736776;53,00;82
962;Just A Man;76;1;336666;11031254;82,00;82
963;Absolute Zero;76;1;181995;5929427;171,00;82
964;From Out Of Nowhere;77;4;202527;6587802;128,00;82
965;Epic;77;4;294008;9631296;95,00;82
966;Falling To Pieces;77;4;316055;10333123;99,00;82
967;Surprise! You're Dead!;77;4;147226;4823036;70,00;82
968;Zombie Eaters;77;4;360881;11835367;196,00;82
969;The Real Thing;77;4;493635;16233080;120,00;82
970;Underwater Love;77;4;231993;7634387;184,00;82
971;The Morning After;77;4;223764;7355898;140,00;82
972;Woodpecker From Mars;77;4;340532;11174250;171,00;82
973;War Pigs;77;4;464770;15267802;143,00;82
974;Edge Of The World;77;4;250357;8235607;99,00;82
975;Deixa Entrar;78;7;33619;1095012;173,00;83
976;Falamansa Song;78;7;237165;7921313;170,00;83
977;Xote Dos Milagres;78;7;269557;8897778;89,00;83
978;Rindo ГЂ Toa;78;7;222066;7365321;74,00;83
979;ConfidГЄncia;78;7;222197;7460829;147,00;83
980;ForrГі De TГіquio;78;7;169273;5588756;156,00;83
981;Zeca Violeiro;78;7;143673;4781949;150,00;83
982;Avisa;78;7;355030;11844320;90,00;83
983;Principiando/Decolagem;78;7;116767;3923789;71,00;83
984;Asas;78;7;231915;7711669;68,00;83
985;Medo De Escuro;78;7;213760;7056323;71,00;83
986;OraГ§ГЈo;78;7;271072;9003882;57,00;83
987;Minha Gata;78;7;181838;6039502;134,00;83
988;Desaforo;78;7;174524;5853561;108,00;83
989;In Your Honor;79;1;230191;7468463;135,00;84
990;No Way Back;79;1;196675;6421400;171,00;84
991;Best Of You;79;1;255712;8363467;94,00;84
992;DOA;79;1;252186;8232342;124,00;84
993;Hell;79;1;117080;3819255;145,00;84
994;The Last Song;79;1;199523;6496742;113,00;84
995;Free Me;79;1;278700;9109340;181,00;84
996;Resolve;79;1;288731;9416186;132,00;84
997;The Deepest Blues Are Black;79;1;238419;7735473;65,00;84
998;End Over End;79;1;352078;11395296;111,00;84
999;Still;80;1;313182;10323157;114,00;84
1000;What If I Do?;80;1;302994;9929799;55,00;84
1001;Miracle;80;1;209684;6877994;193,00;84
1002;Another Round;80;1;265848;8752670;91,00;84
1003;Friend Of A Friend;80;1;193280;6355088;73,00;84
1004;Over And Out;80;1;316264;10428382;97,00;84
1005;On The Mend;80;1;271908;9071997;63,00;84
1006;Virginia Moon;80;1;229198;7494639;100,00;84
1007;Cold Day In The Sun;80;1;200724;6596617;198,00;84
1008;Razor;80;1;293276;9721373;189,00;84
1009;All My Life;81;4;263653;8665545;142,00;84
1010;Low;81;4;268120;8847196;76,00;84
1011;Have It All;81;4;298057;9729292;91,00;84
1012;Times Like These;81;4;266370;8624691;137,00;84
1013;Disenchanted Lullaby;81;4;273528;8919111;173,00;84
1014;Tired Of You;81;4;311353;10094743;150,00;84
1015;Halo;81;4;306442;10026371;57,00;84
1016;Lonely As You;81;4;277185;9022628;62,00;84
1017;Overdrive;81;4;270550;8793187;81,00;84
1018;Burn Away;81;4;298396;9678073;102,00;84
1019;Come Back;81;4;469968;15371980;175,00;84
1020;Doll;82;1;83487;2702572;127,00;84
1021;Monkey Wrench;82;1;231523;7527531;198,00;84
1022;Hey, Johnny Park!;82;1;248528;8079480;192,00;84
1023;My Poor Brain;82;1;213446;6973746;117,00;84
1024;Wind Up;82;1;152163;4950667;95,00;84
1025;Up In Arms;82;1;135732;4406227;136,00;84
1026;My Hero;82;1;260101;8472365;53,00;84
1027;See You;82;1;146782;4888173;72,00;84
1028;Enough Space;82;1;157387;5169280;148,00;84
1029;February Stars;82;1;289306;9344875;155,00;84
1030;Everlong;82;1;250749;8270816;59,00;84
1031;Walking After You;82;1;303856;9898992;183,00;84
1032;New Way Home;82;1;342230;11205664;88,00;84
1033;My Way;83;12;275879;8928684;172,00;85
1034;Strangers In The Night;83;12;155794;5055295;87,00;85
1035;New York, New York;83;12;206001;6707993;143,00;85
1036;I Get A Kick Out Of You;83;12;194429;6332441;183,00;85
1037;Something Stupid;83;12;158615;5210643;128,00;85
1038;Moon River;83;12;198922;6395808;197,00;85
1039;What Now My Love;83;12;149995;4913383;122,00;85
1040;Summer Love;83;12;174994;5693242;197,00;85
1041;For Once In My Life;83;12;171154;5557537;195,00;85
1042;Love And Marriage;83;12;89730;2930596;168,00;85
1043;They Can't Take That Away From Me;83;12;161227;5240043;59,00;85
1044;My Kind Of Town;83;12;188499;6119915;76,00;85
1045;Fly Me To The Moon;83;12;149263;4856954;119,00;85
1046;I've Got You Under My Skin;83;12;210808;6883787;148,00;85
1047;The Best Is Yet To Come;83;12;173583;5633730;70,00;85
1048;It Was A Very Good Year;83;12;266605;8554066;136,00;85
1049;Come Fly With Me;83;12;190458;6231029;158,00;85
1050;That's Life;83;12;187010;6095727;104,00;85
1051;The Girl From Ipanema;83;12;193750;6410674;134,00;85
1052;The Lady Is A Tramp;83;12;184111;5987372;127,00;85
1053;Bad, Bad Leroy Brown;83;12;169900;5548581;147,00;85
1054;Mack The Knife;83;12;292075;9541052;89,00;85
1055;Loves Been Good To Me;83;12;203964;6645365;113,00;85
1056;L.A. Is My Lady;83;12;193175;6378511;192,00;85
1057;Entrando Na Sua (Intro);84;7;179252;5840027;53,00;86
1058;Nervosa;84;7;229537;7680421;64,00;86
1059;Funk De Bamba (Com Fernanda Abreu);84;7;237191;7866165;126,00;86
1060;Call Me At CleoВґs;84;7;236617;7920510;124,00;86
1061;Olhos Coloridos (Com Sandra De SГЎ);84;7;321332;10567404;84,00;86
1062;ZambaГ§ГЈo;84;7;301113;10030604;179,00;86
1063;Funk Hum;84;7;244453;8084475;97,00;86
1064;Forty Days (Com DJ Hum);84;7;221727;7347172;147,00;86
1065;Balada Da Paula;84;7;322821;10603717;166,00;86
1066;Dujji;84;7;324597;10833935;121,00;86
1067;Meu Guarda-Chuva;84;7;248528;8216625;143,00;86
1068;MotГ©is;84;7;213498;7041077;147,00;86
1069;Whistle Stop;84;7;526132;17533664;140,00;86
1070;16 Toneladas;84;7;191634;6390885;178,00;86
1071;Divirta-Se (Saindo Da Sua);84;7;74919;2439206;138,00;86
1072;Forty Days Instrumental;84;7;292493;9584317;97,00;86
1073;Г“ia Eu Aqui De Novo;85;10;219454;7469735;108,00;27
1074;BaiГЈo Da Penha;85;10;247928;8393047;56,00;27
1075;Esperando Na Janela;85;10;261041;8660617;50,00;27
1076;Juazeiro;85;10;222275;7349779;79,00;27
1077;Гљltimo Pau-De-Arara;85;10;200437;6638563;71,00;27
1078;Asa Branca;85;10;217051;7387183;87,00;27
1079;Qui Nem JilГі;85;10;204695;6937472;153,00;27
1080;Assum Preto;85;10;199653;6625000;70,00;27
1081;Pau-De-Arara;85;10;191660;6340649;147,00;27
1082;A Volta Da Asa Branca;85;10;271020;9098093;119,00;27
1083;O Amor Daqui De Casa;85;10;148636;4888292;64,00;27
1084;As Pegadas Do Amor;85;10;209136;6899062;179,00;27
1085;Lamento Sertanejo;85;10;260963;8518290;180,00;27
1086;Casinha Feliz;85;10;32287;1039615;65,00;27
1087;IntroduГ§ГЈo (Live);86;7;154096;5227579;53,00;27
1088;Palco (Live);86;7;238315;8026622;91,00;27
1089;Is This Love (Live);86;7;295262;9819759;146,00;27
1090;Stir It Up (Live);86;7;282409;9594738;196,00;27
1091;Refavela (Live);86;7;236695;7985305;128,00;27
1092;Vendedor De Caranguejo (Live);86;7;248842;8358128;82,00;27
1093;Quanta (Live);86;7;357485;11774865;167,00;27
1094;Estrela (Live);86;7;285309;9436411;159,00;27
1095;Pela Internet (Live);86;7;263471;8804401;70,00;27
1096;CГ©rebro EletrГґnico (Live);86;7;231627;7805352;186,00;27
1097;OpachorГґ (Live);86;7;259526;8596384;50,00;27
1098;Copacabana (Live);86;7;289671;9673672;88,00;27
1099;A Novidade (Live);86;7;316969;10508000;116,00;27
1100;Ghandi (Live);86;7;222458;7481950;63,00;27
1101;De Ouro E Marfim (Live);86;7;234971;7838453;163,00;27
1102;Doce De Carnaval (Candy All);87;2;356101;11998470;133,00;27
1103;Lamento De Carnaval;87;2;294530;9819276;142,00;27
1104;Pretinha;87;2;265273;8914579;184,00;27
1105;A Novidade;73;7;324780;10765600;117,00;81
1106;Tenho Sede;73;7;261616;8708114;101,00;81
1107;Refazenda;73;7;218305;7237784;118,00;81
1108;Realce;73;7;264489;8847612;163,00;81
1109;EsotГ©rico;73;7;317779;10530533;100,00;81
1110;DrГЈo;73;7;301453;9931950;58,00;81
1111;A Paz;73;7;293093;9593064;146,00;81
1112;Beira Mar;73;7;295444;9597994;51,00;81
1113;Sampa;73;7;225697;7469905;67,00;81
1114;ParabolicamarГЎ;73;7;284943;9543435;100,00;81
1115;Tempo Rei;73;7;302733;10019269;149,00;81
1116;Expresso 2222;73;7;284760;9690577;52,00;81
1117;Aquele AbraГ§o;73;7;263993;8805003;147,00;81
1118;Palco;73;7;270550;9049901;121,00;81
1119;Toda Menina Baiana;73;7;278177;9351000;82,00;81
1120;SГ­tio Do Pica-Pau Amarelo;73;7;218070;7217955;185,00;81
1121;Straight Out Of Line;88;3;259213;8511877;106,00;87
1122;Faceless;88;3;216006;6992417;178,00;87
1123;Changes;88;3;260022;8455835;119,00;87
1124;Make Me Believe;88;3;248607;8075050;70,00;87
1125;I Stand Alone;88;3;246125;8017041;170,00;87
1126;Re-Align;88;3;260884;8513891;101,00;87
1127;I Fucking Hate You;88;3;247170;8059642;120,00;87
1128;Releasing The Demons;88;3;252760;8276372;192,00;87
1129;Dead And Broken;88;3;251454;8206611;70,00;87
1130;I Am;88;3;239516;7803270;107,00;87
1131;The Awakening;88;3;89547;3035251;192,00;87
1132;Serenity;88;3;274834;9172976;128,00;87
1133;American Idiot;89;4;174419;5705793;146,00;54
1134;Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home;89;4;548336;17875209;199,00;54
1135;Holiday;89;4;232724;7599602;190,00;54
1136;Boulevard Of Broken Dreams;89;4;260858;8485122;59,00;54
1137;Are We The Waiting;89;4;163004;5328329;60,00;54
1138;St. Jimmy;89;4;175307;5716589;92,00;54
1139;Give Me Novacaine;89;4;205871;6752485;180,00;54
1140;She's A Rebel;89;4;120528;3901226;87,00;54
1141;Extraordinary Girl;89;4;214021;6975177;175,00;54
1142;Letterbomb;89;4;246151;7980902;74,00;54
1143;Wake Me Up When September Ends;89;4;285753;9325597;89,00;54
1144;Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again;89;4;558602;18139840;110,00;54
1145;Whatsername;89;4;252316;8244843;163,00;54
1146;Welcome to the Jungle;90;1;273552;4538451;131,00;88
1147;It's So Easy;90;1;202824;3394019;175,00;88
1148;Nightrain;90;1;268537;4457283;108,00;88
1149;Out Ta Get Me;90;1;263893;4382147;68,00;88
1150;Mr. Brownstone;90;1;228924;3816323;178,00;88
1151;Paradise City;90;1;406347;6687123;100,00;88
1152;My Michelle;90;1;219961;3671299;142,00;88
1153;Think About You;90;1;231640;3860275;73,00;88
1154;Sweet Child O' Mine;90;1;356424;5879347;69,00;88
1155;You're Crazy;90;1;197135;3301971;91,00;88
1156;Anything Goes;90;1;206400;3451891;148,00;88
1157;Rocket Queen;90;1;375349;6185539;56,00;88
1158;Right Next Door to Hell;91;1;182321;3175950;142,00;88
1159;Dust N' Bones;91;1;298374;5053742;104,00;88
1160;Live and Let Die;91;1;184016;3203390;167,00;88
1161;Don't Cry (Original);91;1;284744;4833259;194,00;88
1162;Perfect Crime;91;1;143637;2550030;62,00;88
1163;You Ain't the First;91;1;156268;2754414;151,00;88
1164;Bad Obsession;91;1;328282;5537678;172,00;88
1165;Back off Bitch;91;1;303436;5135662;188,00;88
1166;Double Talkin' Jive;91;1;203637;3520862;145,00;88
1167;November Rain;91;1;537540;8923566;90,00;88
1168;The Garden;91;1;322175;5438862;77,00;88
1169;Garden of Eden;91;1;161539;2839694;140,00;88
1170;Don't Damn Me;91;1;318901;5385886;77,00;88
1171;Bad Apples;91;1;268351;4567966;192,00;88
1172;Dead Horse;91;1;257600;4394014;119,00;88
1173;Coma;91;1;616511;10201342;177,00;88
1174;Civil War;92;3;461165;15046579;129,00;88
1175;14 Years;92;3;261355;8543664;61,00;88
1176;Yesterdays;92;3;196205;6398489;195,00;88
1177;Knockin' On Heaven's Door;92;3;336457;10986716;67,00;88
1178;Get In The Ring;92;3;341054;11134105;129,00;88
1179;Shotgun Blues;92;3;203206;6623916;153,00;88
1180;Breakdown;92;3;424960;13978284;83,00;88
1181;Pretty Tied Up;92;3;287477;9408754;142,00;88
1182;Locomotive;92;3;522396;17236842;180,00;88
1183;So Fine;92;3;246491;8039484;69,00;88
1184;Estranged;92;3;563800;18343787;116,00;88
1185;You Could Be Mine;92;3;343875;11207355;58,00;88
1186;Don't Cry;92;3;284238;9222458;174,00;88
1187;My World;92;3;84532;2764045;158,00;88
1188;Colibri;93;2;361012;12055329;175,00;89
1189;Love Is The Colour;93;2;251585;8419165;139,00;89
1190;Magnetic Ocean;93;2;321123;10720741;192,00;89
1191;Deep Waters;93;2;396460;13075359;57,00;89
1192;L'Arc En Ciel De Miles;93;2;242390;8053997;109,00;89
1193;Gypsy;93;2;330997;11083374;150,00;89
1194;Journey Into Sunlight;93;2;249756;8241177;93,00;89
1195;Sunchild;93;2;259970;8593143;89,00;89
1196;Millenium;93;2;379167;12511939;80,00;89
1197;Thinking 'Bout Tomorrow;93;2;355395;11865384;123,00;89
1198;Jacob's Ladder;93;2;367647;12201595;144,00;89
1199;She Wears Black;93;2;528666;17617944;123,00;89
1200;Dark Side Of The Cog;93;2;377155;12491122;108,00;89
1201;Different World;94;1;258692;4383764;194,00;90
1202;These Colours Don't Run;94;1;412152;6883500;73,00;90
1203;Brighter Than a Thousand Suns;94;1;526255;8721490;59,00;90
1204;The Pilgrim;94;1;307593;5172144;96,00;90
1205;The Longest Day;94;1;467810;7785748;89,00;90
1206;Out of the Shadows;94;1;336896;5647303;149,00;90
1207;The Reincarnation of Benjamin Breeg;94;1;442106;7367736;134,00;90
1208;For the Greater Good of God;94;1;564893;9367328;118,00;90
1209;Lord of Light;94;1;444614;7393698;81,00;90
1210;The Legacy;94;1;562966;9314287;165,00;90
1211;Hallowed Be Thy Name (Live) [Non Album Bonus Track];94;1;431262;7205816;78,00;90
1212;The Number Of The Beast;95;3;294635;4718897;141,00;90
1213;The Trooper;95;3;235311;3766272;150,00;90
1214;Prowler;95;3;255634;4091904;60,00;90
1215;Transylvania;95;3;265874;4255744;118,00;90
1216;Remember Tomorrow;95;3;352731;5648438;78,00;90
1217;Where Eagles Dare;95;3;289358;4630528;199,00;90
1218;Sanctuary;95;3;293250;4694016;191,00;90
1219;Running Free;95;3;228937;3663872;196,00;90
1220;Run To The Hilss;95;3;237557;3803136;156,00;90
1221;2 Minutes To Midnight;95;3;337423;5400576;175,00;90
1222;Iron Maiden;95;3;324623;5195776;170,00;90
1223;Hallowed Be Thy Name;95;3;471849;7550976;198,00;90
1224;Be Quick Or Be Dead;96;3;196911;3151872;52,00;90
1225;From Here To Eternity;96;3;259866;4159488;65,00;90
1226;Can I Play With Madness;96;3;282488;4521984;147,00;90
1227;Wasting Love;96;3;347846;5566464;54,00;90
1228;Tailgunner;96;3;249469;3993600;164,00;90
1229;The Evil That Men Do;96;3;325929;5216256;60,00;90
1230;Afraid To Shoot Strangers;96;3;407980;6529024;145,00;90
1231;Bring Your Daughter... To The Slaughter;96;3;317727;5085184;74,00;90
1232;Heaven Can Wait;96;3;448574;7178240;62,00;90
1233;The Clairvoyant;96;3;269871;4319232;197,00;90
1234;Fear Of The Dark;96;3;431333;6906078;185,00;90
1235;The Wicker Man;97;1;275539;11022464;149,00;90
1236;Ghost Of The Navigator;97;1;410070;16404608;60,00;90
1237;Brave New World;97;1;378984;15161472;127,00;90
1238;Blood Brothers;97;1;434442;17379456;133,00;90
1239;The Mercenary;97;1;282488;11300992;142,00;90
1240;Dream Of Mirrors;97;1;561162;22448256;171,00;90
1241;The Fallen Angel;97;1;240718;9629824;66,00;90
1242;The Nomad;97;1;546115;21846144;107,00;90
1243;Out Of The Silent Planet;97;1;385541;15423616;109,00;90
1244;The Thin Line Between Love & Hate;97;1;506801;20273280;190,00;90
1245;Wildest Dreams;98;13;232777;9312384;198,00;90
1246;Rainmaker;98;13;228623;9146496;137,00;90
1247;No More Lies;98;13;441782;17672320;140,00;90
1248;Montsegur;98;13;350484;14020736;63,00;90
1249;Dance Of Death;98;13;516649;20670727;123,00;90
1250;Gates Of Tomorrow;98;13;312032;12482688;69,00;90
1251;New Frontier;98;13;304509;12181632;135,00;90
1252;Paschendale;98;13;508107;20326528;181,00;90
1253;Face In The Sand;98;13;391105;15648948;194,00;90
1254;Age Of Innocence;98;13;370468;14823478;78,00;90
1255;Journeyman;98;13;427023;17082496;85,00;90
1256;Be Quick Or Be Dead;99;1;204512;8181888;192,00;90
1257;From Here To Eternity;99;1;218357;8739038;117,00;90
1258;Afraid To Shoot Strangers;99;1;416496;16664589;139,00;90
1259;Fear Is The Key;99;1;335307;13414528;197,00;90
1260;Childhood's End;99;1;280607;11225216;82,00;90
1261;Wasting Love;99;1;350981;14041216;143,00;90
1262;The Fugitive;99;1;294112;11765888;80,00;90
1263;Chains Of Misery;99;1;217443;8700032;105,00;90
1264;The Apparition;99;1;234605;9386112;180,00;90
1265;Judas Be My Guide;99;1;188786;7553152;185,00;90
1266;Weekend Warrior;99;1;339748;13594678;98,00;90
1267;Fear Of The Dark;99;1;436976;17483789;111,00;90
1268;01 - Prowler;100;6;236173;5668992;115,00;90
1269;02 - Sanctuary;100;6;196284;4712576;72,00;90
1270;03 - Remember Tomorrow;100;6;328620;7889024;62,00;90
1271;04 - Running Free;100;6;197276;4739122;101,00;90
1272;05 - Phantom of the Opera;100;6;428016;10276872;135,00;90
1273;06 - Transylvania;100;6;259343;6226048;83,00;90
1274;07 - Strange World;100;6;332460;7981184;59,00;90
1275;08 - Charlotte the Harlot;100;6;252708;6066304;194,00;90
1276;09 - Iron Maiden;100;6;216058;5189891;176,00;90
1277;The Ides Of March;101;13;105926;2543744;151,00;90
1278;Wrathchild;101;13;174471;4188288;198,00;90
1279;Murders In The Rue Morgue;101;13;258377;6205786;145,00;90
1280;Another Life;101;13;203049;4874368;75,00;90
1281;Genghis Khan;101;13;187141;4493440;104,00;90
1282;Innocent Exile;101;13;232515;5584861;127,00;90
1283;Killers;101;13;300956;7227440;80,00;90
1284;Prodigal Son;101;13;372349;8937600;155,00;90
1285;Purgatory;101;13;200150;4804736;69,00;90
1286;Drifter;101;13;288757;6934660;121,00;90
1287;Intro- Churchill S Speech;102;13;48013;1154488;188,00;90
1288;Aces High;102;13;276375;6635187;122,00;90
1289;2 Minutes To Midnight;102;3;366550;8799380;181,00;90
1290;The Trooper;102;3;268878;6455255;121,00;90
1291;Revelations;102;3;371826;8926021;127,00;90
1292;Flight Of Icarus;102;3;229982;5521744;198,00;90
1293;Rime Of The Ancient Mariner;102;3;789472;18949518;194,00;90
1294;Powerslave;102;3;454974;10921567;139,00;90
1295;The Number Of The Beast;102;3;275121;6605094;53,00;90
1296;Hallowed Be Thy Name;102;3;451422;10836304;110,00;90
1297;Iron Maiden;102;3;261955;6289117;79,00;90
1298;Run To The Hills;102;3;231627;5561241;193,00;90
1299;Running Free;102;3;204617;4912986;101,00;90
1300;Wrathchild;102;13;183666;4410181;103,00;90
1301;Acacia Avenue;102;13;379872;9119118;165,00;90
1302;Children Of The Damned;102;13;278177;6678446;190,00;90
1303;Die With Your Boots On;102;13;314174;7542367;93,00;90
1304;Phantom Of The Opera;102;13;441155;10589917;187,00;90
1305;Be Quick Or Be Dead;103;1;233142;5599853;60,00;90
1306;The Number Of The Beast;103;1;294008;7060625;126,00;90
1307;Wrathchild;103;1;174106;4182963;143,00;90
1308;From Here To Eternity;103;1;284447;6831163;100,00;90
1309;Can I Play With Madness;103;1;213106;5118995;75,00;90
1310;Wasting Love;103;1;336953;8091301;170,00;90
1311;Tailgunner;103;1;247640;5947795;153,00;90
1312;The Evil That Men Do;103;1;478145;11479913;167,00;90
1313;Afraid To Shoot Strangers;103;1;412525;9905048;65,00;90
1314;Fear Of The Dark;103;1;431542;10361452;69,00;90
1315;Bring Your Daughter... To The Slaughter...;104;1;376711;9045532;112,00;90
1316;The Clairvoyant;104;1;262426;6302648;118,00;90
1317;Heaven Can Wait;104;1;440555;10577743;182,00;90
1318;Run To The Hills;104;1;235859;5665052;189,00;90
1319;2 Minutes To Midnight;104;1;338233;8122030;182,00;90
1320;Iron Maiden;104;1;494602;11874875;81,00;90
1321;Hallowed Be Thy Name;104;1;447791;10751410;75,00;90
1322;The Trooper;104;1;232672;5588560;180,00;90
1323;Sanctuary;104;1;318511;7648679;65,00;90
1324;Running Free;104;1;474017;11380851;58,00;90
1325;Tailgunner;105;3;255582;4089856;164,00;90
1326;Holy Smoke;105;3;229459;3672064;56,00;90
1327;No Prayer For The Dying;105;3;263941;4225024;159,00;90
1328;Public Enema Number One;105;3;254197;4071587;136,00;90
1329;Fates Warning;105;3;250853;4018088;154,00;90
1330;The Assassin;105;3;258768;4141056;72,00;90
1331;Run Silent Run Deep;105;3;275408;4407296;175,00;90
1332;Hooks In You;105;3;247510;3960832;82,00;90
1333;Bring Your Daughter... ...To The Slaughter;105;3;284238;4548608;59,00;90
1334;Mother Russia;105;3;332617;5322752;179,00;90
1335;Where Eagles Dare;106;3;369554;5914624;108,00;90
1336;Revelations;106;3;408607;6539264;183,00;90
1337;Flight Of The Icarus;106;3;230269;3686400;97,00;90
1338;Die With Your Boots On;106;3;325694;5212160;198,00;90
1339;The Trooper;106;3;251454;4024320;126,00;90
1340;Still Life;106;3;294347;4710400;114,00;90
1341;Quest For Fire;106;3;221309;3543040;94,00;90
1342;Sun And Steel;106;3;206367;3306324;178,00;90
1343;To Tame A Land;106;3;445283;7129264;141,00;90
1344;Aces High;107;3;269531;6472088;91,00;90
1345;2 Minutes To Midnight;107;3;359810;8638809;100,00;90
1346;Losfer Words;107;3;252891;6074756;87,00;90
1347;Flash of The Blade;107;3;242729;5828861;82,00;90
1348;Duelists;107;3;366471;8800686;148,00;90
1349;Back in the Village;107;3;320548;7696518;148,00;90
1350;Powerslave;107;3;407823;9791106;74,00;90
1351;Rime of the Ancient Mariner;107;3;816509;19599577;156,00;90
1352;Intro;108;3;115931;4638848;98,00;90
1353;The Wicker Man;108;3;281782;11272320;128,00;90
1354;Ghost Of The Navigator;108;3;408607;16345216;130,00;90
1355;Brave New World;108;3;366785;14676148;188,00;90
1356;Wrathchild;108;3;185808;7434368;114,00;90
1357;2 Minutes To Midnight;108;3;386821;15474816;123,00;90
1358;Blood Brothers;108;3;435513;17422464;162,00;90
1359;Sign Of The Cross;108;3;649116;25966720;59,00;90
1360;The Mercenary;108;3;282697;11309184;173,00;90
1361;The Trooper;108;3;273528;10942592;130,00;90
1362;Dream Of Mirrors;109;1;578324;23134336;160,00;90
1363;The Clansman;109;1;559203;22370432;163,00;90
1364;The Evil That Men Do;109;3;280737;11231360;53,00;90
1365;Fear Of The Dark;109;1;460695;18430080;69,00;90
1366;Iron Maiden;109;1;351869;14076032;68,00;90
1367;The Number Of The Beast;109;1;300434;12022107;171,00;90
1368;Hallowed Be Thy Name;109;1;443977;17760384;142,00;90
1369;Sanctuary;109;1;317335;12695680;182,00;90
1370;Run To The Hills;109;1;292179;11688064;154,00;90
1371;Moonchild;110;3;340767;8179151;119,00;90
1372;Infinite Dreams;110;3;369005;8858669;198,00;90
1373;Can I Play With Madness;110;3;211043;5067867;58,00;90
1374;The Evil That Men Do;110;3;273998;6578930;200,00;90
1375;Seventh Son of a Seventh Son;110;3;593580;14249000;160,00;90
1376;The Prophecy;110;3;305475;7334450;143,00;90
1377;The Clairvoyant;110;3;267023;6411510;152,00;90
1378;Only the Good Die Young;110;3;280894;6744431;64,00;90
1379;Caught Somewhere in Time;111;3;445779;10701149;154,00;90
1380;Wasted Years;111;3;307565;7384358;179,00;90
1381;Sea of Madness;111;3;341995;8210695;129,00;90
1382;Heaven Can Wait;111;3;441417;10596431;90,00;90
1383;Stranger in a Strange Land;111;3;344502;8270899;97,00;90
